#,Date-Time (CET/CEST),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Host Connected,End of File
1,10.04.2021 03:40:10,9,80,93,69,8,84,,
2,10.04.2021 03:50:10,9,77,93,70,8,81,,
3,10.04.2021 04:00:10,9,71,93,79,8,77,,
4,10.04.2021 04:10:10,9,80,93,98,8,89,,
5,10.04.2021 04:20:10,9,79,94,04,8,89,,
6,10.04.2021 04:30:10,9,70,93,80,8,76,,
7,10.04.2021 04:40:10,9,63,93,94,8,71,,
8,10.04.2021 04:50:10,9,65,93,96,8,74,,
9,10.04.2021 05:00:10,9,63,94,00,8,72,,
10,10.04.2021 05:10:10,9,66,94,16,8,78,,
11,10.04.2021 05:20:10,9,70,94,28,8,84,,
12,10.04.2021 05:30:10,9,68,94,21,8,81,,
13,10.04.2021 05:40:10,9,68,94,24,8,81,,
14,10.04.2021 05:50:10,9,70,94,36,8,85,,
15,10.04.2021 06:00:10,9,71,94,40,8,87,,
16,10.04.2021 06:10:10,9,74,94,42,8,89,,
17,10.04.2021 06:20:10,9,70,94,44,8,86,,
18,10.04.2021 06:30:10,9,74,94,52,8,91,,
19,10.04.2021 06:40:10,9,81,94,57,8,99,,
20,10.04.2021 06:50:10,9,82,94,56,9,00,,
21,10.04.2021 07:00:10,9,83,94,72,9,04,,
22,10.04.2021 07:10:10,9,93,94,76,9,14,,
23,10.04.2021 07:20:10,9,95,94,89,9,18,,
24,10.04.2021 07:30:10,9,99,94,91,9,23,,
25,10.04.2021 07:40:10,10,04,94,96,9,28,,
26,10.04.2021 07:50:10,10,07,94,94,9,31,,
27,10.04.2021 08:00:10,10,11,95,01,9,36,,
28,10.04.2021 08:10:10,10,12,95,06,9,38,,
29,10.04.2021 08:20:10,10,13,95,06,9,39,,
30,10.04.2021 08:30:10,10,15,95,05,9,41,,
31,10.04.2021 08:40:10,10,15,95,10,9,42,,
32,10.04.2021 08:50:10,10,19,95,13,9,45,,
33,10.04.2021 09:00:10,10,16,95,06,9,42,,
34,10.04.2021 09:10:10,10,18,95,04,9,43,,
35,10.04.2021 09:20:10,10,23,95,03,9,48,,
36,10.04.2021 09:30:10,10,25,95,01,9,50,,
37,10.04.2021 09:40:10,10,21,94,90,9,44,,
38,10.04.2021 09:50:10,10,31,95,07,9,57,,
39,10.04.2021 10:00:10,10,38,94,94,9,62,,
40,10.04.2021 10:10:10,10,44,95,11,9,71,,
41,10.04.2021 10:20:10,10,49,95,05,9,74,,
42,10.04.2021 10:30:10,10,49,95,05,9,74,,
43,10.04.2021 10:40:10,10,48,94,92,9,71,,
44,10.04.2021 10:50:10,10,57,95,06,9,83,,
45,10.04.2021 11:00:10,10,60,94,95,9,84,,
46,10.04.2021 11:10:10,10,69,95,03,9,94,,
47,10.04.2021 11:20:10,10,59,94,52,9,76,,
48,10.04.2021 11:30:10,10,56,94,22,9,68,,
49,10.04.2021 11:40:10,10,59,94,07,9,69,,
50,10.04.2021 11:50:10,10,59,93,83,9,65,,
51,10.04.2021 12:00:10,10,56,93,24,9,53,,
52,10.04.2021 12:10:10,10,65,93,98,9,73,,
53,10.04.2021 12:20:10,10,67,93,69,9,71,,
54,10.04.2021 12:30:10,10,71,93,83,9,77,,
